id,father_height,mother_height,boy_dummy,child_height
2523,1.69,1.57,1,1.74
2524,1.61,1.6,0,1.61
2525,1.77,1.61,0,1.66
2526,1.72,1.66,0,1.68
2527,1.7,1.65,1,1.74
2528,1.82,1.63,0,1.67
2529,1.66,1.59,0,1.63
2530,1.7,1.65,1,1.75
2531,1.79,1.54,0,1.62
2532,1.73,1.63,1,1.75
2533,1.66,1.56,1,1.71
2534,1.7,1.63,0,1.63
2535,1.77,1.59,0,1.66
2536,1.73,1.6,1,1.74
2537,1.77,1.59,1,1.76
2538,1.76,1.57,1,1.75
2539,1.72,1.67,1,1.76
2540,1.79,1.58,1,1.74
2541,1.78,1.63,1,1.75
2542,1.72,1.61,1,1.75
2543,1.7,1.61,1,1.73
2544,1.69,1.67,0,1.66
2545,1.68,1.6,1,1.72
2546,1.75,1.59,1,1.74
2547,1.72,1.68,1,1.76
2548,1.7,1.55,1,1.73
2549,1.72,1.69,0,1.65
2550,1.74,1.61,0,1.66
2551,1.73,1.64,0,1.65
2552,1.81,1.69,0,1.69
2553,1.66,1.62,1,1.73
2554,1.74,1.65,0,1.67
2555,1.63,1.62,0,1.62
2556,1.66,1.64,1,1.72
2557,1.82,1.61,1,1.76
2558,1.8,1.55,1,1.74
2559,1.68,1.68,1,1.75
2560,1.78,1.61,0,1.65
2561,1.84,1.66,0,1.69
2562,1.64,1.63,1,1.71
2563,1.71,1.62,0,1.64
2564,1.76,1.59,1,1.75
2565,1.8,1.63,1,1.78
2566,1.72,1.65,0,1.64
2567,1.78,1.63,1,1.78
2568,1.71,1.63,0,1.64
2569,1.63,1.64,1,1.73
2570,1.78,1.63,0,1.64
2571,1.73,1.6,0,1.63
2572,1.72,1.6,0,1.64
2573,1.81,1.6,0,1.64
2574,1.7,1.67,1,1.74
2575,1.68,1.57,0,1.63
2576,1.79,1.59,1,1.75
2577,1.79,1.66,1,1.77
2578,1.75,1.64,1,1.75
2579,1.77,1.54,0,1.62
2580,1.85,1.59,0,1.66
2581,1.69,1.62,1,1.75
2582,1.78,1.62,0,1.68
2583,1.7,1.6,0,1.63
2584,1.79,1.67,1,1.76
2585,1.75,1.64,1,1.76
2586,1.72,1.55,1,1.72
2587,1.71,1.66,1,1.77
2588,1.73,1.63,1,1.76
2589,1.79,1.65,1,1.78
2590,1.69,1.57,1,1.72
2591,1.73,1.67,0,1.67
2592,1.74,1.67,0,1.68
2593,1.66,1.58,1,1.72
2594,1.77,1.61,1,1.75
2595,1.68,1.59,1,1.75
2596,1.67,1.55,1,1.72
2597,1.79,1.7,0,1.68
2598,1.63,1.62,1,1.72
2599,1.78,1.65,1,1.76
2600,1.74,1.59,0,1.64
2601,1.71,1.64,0,1.65
2602,1.76,1.63,1,1.77
2603,1.77,1.66,0,1.66
2604,1.67,1.58,0,1.63
2605,1.75,1.6,1,1.74
2606,1.7,1.6,0,1.62
2607,1.71,1.58,0,1.62
2608,1.83,1.64,0,1.68
2609,1.74,1.7,1,1.78
2610,1.68,1.66,1,1.75
2611,1.87,1.65,0,1.7
2612,1.71,1.65,0,1.64
2613,1.79,1.61,1,1.75
2614,1.71,1.65,0,1.66
2615,1.66,1.61,1,1.71
2616,1.75,1.69,1,1.78
2617,1.71,1.61,0,1.65
2618,1.82,1.68,1,1.8
2619,1.68,1.65,0,1.64
2620,1.76,1.64,0,1.68
2621,1.74,1.58,1,1.74
2622,1.73,1.56,0,1.66
2623,1.73,1.57,0,1.64
2624,1.81,1.63,0,1.66
2625,1.74,1.58,1,1.75
2626,1.75,1.58,0,1.64
2627,1.71,1.61,1,1.73
2628,1.64,1.59,1,1.71
2629,1.76,1.65,0,1.65
2630,1.75,1.67,1,1.75
2631,1.68,1.57,0,1.61
2632,1.81,1.54,0,1.65
2633,1.68,1.64,0,1.66
2634,1.8,1.6,1,1.76
2635,1.73,1.67,1,1.76
2636,1.76,1.59,1,1.75
2637,1.77,1.69,0,1.67
2638,1.73,1.62,1,1.76
2639,1.68,1.69,0,1.68
2640,1.74,1.63,1,1.74
2641,1.77,1.64,0,1.67
2642,1.76,1.68,0,1.67
2643,1.73,1.55,1,1.73
2644,1.69,1.62,1,1.74
2645,1.67,1.64,0,1.64
2646,1.76,1.71,0,1.68
2647,1.64,1.56,1,1.71
2648,1.74,1.63,1,1.75
2649,1.72,1.7,1,1.76
2650,1.72,1.62,1,1.75
2651,1.75,1.64,1,1.74
2652,1.76,1.55,1,1.73
2653,1.71,1.56,1,1.73
2654,1.7,1.62,1,1.75
2655,1.7,1.57,1,1.74
2656,1.77,1.69,0,1.66
2657,1.76,1.63,1,1.76
2658,1.77,1.71,0,1.68
2659,1.77,1.69,0,1.67
2660,1.75,1.72,0,1.7
2661,1.72,1.61,1,1.75
2662,1.69,1.64,1,1.73
2663,1.73,1.54,0,1.63
2664,1.67,1.66,0,1.65
2665,1.74,1.74,0,1.66
2666,1.81,1.72,1,1.79
2667,1.72,1.57,1,1.74
2668,1.76,1.57,1,1.74
2669,1.69,1.6,1,1.73
2670,1.79,1.58,0,1.66
2671,1.71,1.59,1,1.73
2672,1.81,1.6,0,1.65
2673,1.8,1.65,1,1.79
2674,1.72,1.51,1,1.73
2675,1.73,1.69,1,1.75
2676,1.75,1.59,0,1.64
2677,1.75,1.64,1,1.75
2678,1.64,1.61,1,1.71
2679,1.71,1.57,0,1.61
2680,1.74,1.65,1,1.75
2681,1.66,1.62,0,1.63
2682,1.61,1.58,0,1.61
2683,1.77,1.66,0,1.66
2684,1.65,1.58,0,1.62
2685,1.69,1.6,1,1.75
2686,1.76,1.6,1,1.76
2687,1.69,1.66,1,1.73
2688,1.75,1.59,1,1.75
2689,1.7,1.62,0,1.66
2690,1.7,1.64,1,1.75
2691,1.78,1.55,0,1.63
2692,1.81,1.72,0,1.68
2693,1.71,1.64,0,1.64
2694,1.71,1.65,0,1.65
2695,1.7,1.64,0,1.64
2696,1.77,1.64,0,1.68
2697,1.74,1.58,0,1.64
2698,1.8,1.63,0,1.66
2699,1.74,1.67,0,1.68
2700,1.81,1.65,0,1.67
2701,1.79,1.64,0,1.66
2702,1.74,1.62,0,1.65
2703,1.76,1.68,0,1.68
2704,1.82,1.63,0,1.66
2705,1.7,1.55,1,1.74
2706,1.73,1.66,0,1.65
2707,1.82,1.75,1,1.81
2708,1.66,1.59,1,1.73
2709,1.67,1.62,1,1.73
2710,1.72,1.7,1,1.75
2711,1.72,1.65,0,1.65
2712,1.76,1.67,1,1.77
2713,1.68,1.54,0,1.61
2714,1.7,1.66,1,1.75
2715,1.61,1.54,1,1.69
2716,1.67,1.64,0,1.62
2717,1.63,1.62,0,1.62
2718,1.75,1.7,1,1.77
2719,1.76,1.65,0,1.65
2720,1.72,1.57,1,1.74
2721,1.8,1.66,1,1.79
2722,1.67,1.66,0,1.65
2723,1.69,1.65,1,1.73
2724,1.79,1.59,0,1.64
2725,1.74,1.64,0,1.65
2726,1.78,1.62,0,1.65
2727,1.72,1.6,0,1.65
2728,1.73,1.66,1,1.74
2729,1.74,1.59,0,1.61
2730,1.79,1.63,0,1.66
2731,1.62,1.54,1,1.69
2732,1.66,1.61,1,1.74
2733,1.77,1.61,0,1.67
2734,1.74,1.56,0,1.63
2735,1.73,1.66,1,1.77
2736,1.76,1.63,0,1.65
2737,1.75,1.65,1,1.76
2738,1.74,1.67,1,1.77
2739,1.74,1.68,0,1.67
2740,1.68,1.71,1,1.74
2741,1.68,1.57,1,1.73
2742,1.68,1.62,0,1.63
2743,1.76,1.67,1,1.77
2744,1.73,1.58,0,1.63
2745,1.76,1.55,0,1.62
2746,1.8,1.65,0,1.65
2747,1.75,1.69,1,1.78
2748,1.71,1.66,0,1.64
2749,1.75,1.58,1,1.76
2750,1.77,1.62,0,1.64
2751,1.84,1.64,1,1.8
2752,1.75,1.7,0,1.67
2753,1.69,1.64,0,1.65
2754,1.68,1.59,0,1.63
2755,1.72,1.7,0,1.66
2756,1.83,1.72,0,1.69
2757,1.65,1.66,0,1.67
2758,1.66,1.57,0,1.6
2759,1.75,1.57,1,1.73
2760,1.72,1.63,0,1.63
2761,1.83,1.65,0,1.67
2762,1.78,1.65,1,1.76
2763,1.78,1.64,1,1.76
2764,1.77,1.61,1,1.75
2765,1.74,1.56,0,1.64
2766,1.85,1.64,0,1.67
2767,1.69,1.64,0,1.64
2768,1.82,1.59,0,1.66
2769,1.73,1.58,0,1.64
2770,1.7,1.65,0,1.64
2771,1.77,1.71,0,1.69
2772,1.65,1.65,1,1.75
2773,1.76,1.6,1,1.75
2774,1.78,1.6,0,1.63
2775,1.72,1.64,1,1.74
2776,1.7,1.69,0,1.66
2777,1.77,1.68,0,1.66
2778,1.74,1.65,1,1.74
2779,1.73,1.66,0,1.68
2780,1.68,1.57,1,1.73
2781,1.79,1.66,0,1.66
2782,1.76,1.66,1,1.76
2783,1.72,1.67,0,1.68
2784,1.72,1.62,1,1.74
2785,1.74,1.67,1,1.76
2786,1.8,1.59,1,1.76
2787,1.78,1.65,1,1.78
2788,1.76,1.6,0,1.65
2789,1.69,1.57,1,1.72
2790,1.8,1.65,1,1.79
2791,1.67,1.6,0,1.62
2792,1.8,1.67,0,1.66
2793,1.71,1.58,0,1.64
2794,1.73,1.7,0,1.68
2795,1.73,1.61,0,1.65
2796,1.69,1.62,1,1.74
2797,1.7,1.63,0,1.64
2798,1.75,1.7,1,1.77
2799,1.69,1.59,0,1.64
2800,1.79,1.57,0,1.63
2801,1.72,1.59,1,1.73
2802,1.66,1.56,1,1.72
2803,1.74,1.55,0,1.64
2804,1.75,1.66,0,1.66
2805,1.79,1.65,0,1.67
2806,1.71,1.61,1,1.75
2807,1.72,1.59,0,1.63
2808,1.69,1.66,0,1.66
2809,1.71,1.65,0,1.66
2810,1.78,1.66,1,1.75
2811,1.78,1.58,0,1.63
2812,1.66,1.69,0,1.65
2813,1.66,1.58,0,1.62
2814,1.76,1.63,0,1.67
2815,1.72,1.62,0,1.64
2816,1.72,1.64,1,1.75
2817,1.7,1.66,1,1.75
2818,1.73,1.65,0,1.65
2819,1.75,1.66,1,1.75
2820,1.71,1.61,0,1.64
2821,1.72,1.6,1,1.75
2822,1.77,1.6,1,1.76
2823,1.73,1.64,0,1.65
2824,1.81,1.7,0,1.68
2825,1.66,1.64,0,1.65
2826,1.67,1.63,1,1.74
2827,1.78,1.65,1,1.76
2828,1.77,1.6,1,1.74
2829,1.74,1.62,0,1.65
2830,1.74,1.53,1,1.73
2831,1.71,1.65,1,1.74
2832,1.7,1.62,1,1.74
2833,1.74,1.53,0,1.62
2834,1.79,1.65,0,1.69
2835,1.7,1.61,0,1.63
2836,1.75,1.59,1,1.74
2837,1.71,1.58,1,1.7
2838,1.71,1.66,1,1.74
2839,1.77,1.73,0,1.7
2840,1.72,1.57,1,1.75
2841,1.68,1.6,0,1.63
2842,1.69,1.57,0,1.65
2843,1.73,1.61,1,1.74
2844,1.65,1.63,0,1.62
2845,1.7,1.63,1,1.73
2846,1.7,1.66,0,1.65
2847,1.76,1.6,0,1.63
2848,1.7,1.65,1,1.75
2849,1.7,1.55,1,1.73
2850,1.73,1.7,1,1.75
2851,1.73,1.61,0,1.64
2852,1.66,1.59,0,1.62
2853,1.74,1.64,1,1.77
2854,1.7,1.67,0,1.65
2855,1.7,1.61,1,1.72
2856,1.73,1.63,1,1.76
2857,1.77,1.61,0,1.66
2858,1.81,1.69,1,1.78
2859,1.74,1.68,0,1.66
2860,1.78,1.67,0,1.67
2861,1.7,1.65,1,1.74
2862,1.72,1.65,0,1.63
2863,1.83,1.57,1,1.79
2864,1.65,1.6,1,1.73
2865,1.74,1.69,1,1.75
2866,1.72,1.54,0,1.61
2867,1.74,1.65,1,1.76
2868,1.7,1.64,1,1.76
2869,1.81,1.62,0,1.65
2870,1.69,1.63,0,1.64
2871,1.66,1.58,1,1.72
2872,1.79,1.63,0,1.66
2873,1.76,1.61,0,1.66
2874,1.65,1.61,1,1.72
2875,1.77,1.62,0,1.67
2876,1.74,1.71,0,1.67
2877,1.74,1.58,0,1.64
2878,1.75,1.64,0,1.65
2879,1.72,1.65,0,1.63
2880,1.79,1.68,0,1.66
2881,1.76,1.58,0,1.65
2882,1.77,1.65,0,1.65
2883,1.76,1.63,1,1.76
2884,1.67,1.68,0,1.64
2885,1.74,1.69,0,1.66
2886,1.77,1.63,1,1.75
2887,1.68,1.68,0,1.67
2888,1.69,1.57,1,1.71
2889,1.73,1.64,0,1.66
2890,1.66,1.65,1,1.73
2891,1.69,1.63,0,1.65
2892,1.69,1.56,1,1.74
2893,1.76,1.63,1,1.75
2894,1.76,1.72,1,1.78
2895,1.82,1.55,1,1.75
2896,1.77,1.59,0,1.65
2897,1.79,1.67,1,1.77
2898,1.74,1.65,1,1.75
2899,1.69,1.58,1,1.73
2900,1.72,1.57,1,1.73
2901,1.8,1.61,1,1.77
2902,1.87,1.54,0,1.65
2903,1.76,1.66,1,1.77
2904,1.71,1.65,1,1.76
2905,1.8,1.65,1,1.77
2906,1.76,1.63,0,1.65
2907,1.75,1.63,1,1.75
2908,1.79,1.67,1,1.77
2909,1.75,1.64,0,1.68
2910,1.71,1.49,0,1.59
2911,1.68,1.63,0,1.64
2912,1.76,1.55,0,1.63
2913,1.69,1.65,1,1.74
2914,1.76,1.68,1,1.77
2915,1.83,1.64,1,1.77
2916,1.77,1.64,1,1.76
2917,1.71,1.65,1,1.75
2918,1.73,1.71,0,1.68
2919,1.73,1.6,1,1.73
2920,1.69,1.66,0,1.65
2921,1.76,1.61,1,1.73
2922,1.72,1.66,0,1.66
2923,1.68,1.6,0,1.62
2924,1.73,1.64,0,1.66
2925,1.65,1.64,0,1.62
2926,1.69,1.66,0,1.65
2927,1.79,1.63,0,1.65
2928,1.78,1.63,1,1.76
2929,1.74,1.63,1,1.76
2930,1.78,1.65,1,1.77
2931,1.75,1.68,0,1.68
2932,1.72,1.63,0,1.63
2933,1.65,1.62,0,1.64
2934,1.79,1.69,0,1.68
2935,1.73,1.68,1,1.75
2936,1.74,1.68,1,1.77
2937,1.79,1.67,1,1.77
2938,1.67,1.57,1,1.72
2939,1.74,1.62,1,1.75
2940,1.76,1.66,0,1.66
2941,1.8,1.56,1,1.76
2942,1.78,1.67,1,1.78
2943,1.7,1.6,1,1.74
2944,1.73,1.61,0,1.65
2945,1.78,1.63,0,1.66
2946,1.77,1.63,1,1.77
2947,1.79,1.67,1,1.78
2948,1.67,1.57,1,1.74
2949,1.7,1.61,0,1.62
2950,1.83,1.55,0,1.66
2951,1.77,1.68,1,1.78
2952,1.72,1.69,1,1.76
2953,1.7,1.61,1,1.73
2954,1.81,1.65,1,1.75
2955,1.74,1.66,0,1.67
2956,1.67,1.65,1,1.74
2957,1.65,1.65,0,1.64
2958,1.82,1.63,0,1.66
2959,1.62,1.6,1,1.71
2960,1.8,1.67,1,1.78
2961,1.75,1.6,0,1.65
2962,1.69,1.71,0,1.66
2963,1.76,1.73,0,1.68
2964,1.72,1.6,1,1.74
2965,1.66,1.6,1,1.75
2966,1.75,1.66,0,1.66
2967,1.73,1.57,1,1.72
2968,1.73,1.58,1,1.72
2969,1.67,1.64,0,1.64
2970,1.79,1.65,1,1.76
2971,1.75,1.63,1,1.76
2972,1.71,1.64,1,1.75
2973,1.76,1.75,0,1.7
2974,1.77,1.71,1,1.77
2975,1.75,1.56,1,1.74
2976,1.75,1.57,0,1.63
2977,1.68,1.65,1,1.74
2978,1.75,1.6,0,1.66
2979,1.76,1.63,1,1.76
2980,1.72,1.65,0,1.65
2981,1.81,1.62,1,1.77
2982,1.71,1.65,1,1.75
2983,1.73,1.69,0,1.66
2984,1.66,1.65,0,1.65
2985,1.74,1.63,0,1.66
2986,1.73,1.59,1,1.74
2987,1.76,1.63,0,1.65
2988,1.66,1.65,1,1.73
2989,1.79,1.56,0,1.64
2990,1.78,1.67,0,1.68
2991,1.68,1.62,0,1.65
2992,1.73,1.64,1,1.74
2993,1.69,1.63,1,1.74
2994,1.69,1.57,0,1.62
2995,1.66,1.6,0,1.63
2996,1.69,1.58,0,1.62
2997,1.78,1.64,1,1.76
2998,1.69,1.63,0,1.65
2999,1.76,1.58,1,1.74
3000,1.73,1.65,1,1.78
3001,1.83,1.65,0,1.68
3002,1.75,1.64,0,1.65
3003,1.86,1.64,1,1.81
3004,1.77,1.56,1,1.73
3005,1.75,1.65,1,1.76
3006,1.7,1.63,1,1.72
3007,1.72,1.6,1,1.74
3008,1.7,1.7,1,1.77
3009,1.7,1.64,0,1.65
3010,1.65,1.63,1,1.74
3011,1.79,1.62,1,1.77
3012,1.79,1.61,1,1.76
3013,1.68,1.67,0,1.64
3014,1.77,1.63,0,1.65
3015,1.75,1.63,1,1.76
3016,1.67,1.62,1,1.73
3017,1.73,1.6,1,1.75
3018,1.81,1.61,0,1.66
3019,1.66,1.61,0,1.64
3020,1.72,1.69,0,1.68
3021,1.72,1.67,1,1.75
3022,1.73,1.56,1,1.74
3023,1.68,1.53,1,1.73
3024,1.74,1.55,1,1.75
3025,1.73,1.62,1,1.77
3026,1.74,1.63,0,1.65
3027,1.83,1.7,0,1.71
3028,1.74,1.64,0,1.64
3029,1.69,1.66,0,1.65
3030,1.81,1.68,0,1.7
3031,1.76,1.66,0,1.67
3032,1.77,1.63,0,1.65
3033,1.68,1.75,0,1.66
3034,1.75,1.64,0,1.65
3035,1.75,1.62,1,1.76
3036,1.78,1.56,1,1.75
3037,1.8,1.55,0,1.63
3038,1.73,1.58,1,1.73
3039,1.74,1.61,0,1.66
3040,1.69,1.65,1,1.74
3041,1.74,1.56,1,1.73
3042,1.69,1.58,0,1.64
3043,1.75,1.71,0,1.66
3044,1.77,1.58,0,1.64
3045,1.7,1.64,0,1.66
3046,1.78,1.61,0,1.64
3047,1.8,1.65,0,1.67
3048,1.76,1.62,1,1.76
3049,1.79,1.6,1,1.77
3050,1.73,1.64,1,1.74
3051,1.77,1.61,1,1.75
3052,1.71,1.61,1,1.73
3053,1.69,1.69,1,1.78
3054,1.71,1.62,0,1.65
3055,1.7,1.62,1,1.75
3056,1.72,1.62,1,1.72
3057,1.68,1.66,0,1.66
3058,1.76,1.64,0,1.66
3059,1.79,1.6,1,1.75
3060,1.77,1.65,0,1.64
3061,1.81,1.61,0,1.64
3062,1.75,1.61,1,1.73
3063,1.79,1.66,0,1.67
3064,1.83,1.67,1,1.78
3065,1.67,1.66,0,1.64
3066,1.7,1.63,0,1.66
3067,1.77,1.61,0,1.65
3068,1.8,1.72,1,1.8
3069,1.75,1.71,1,1.77
3070,1.74,1.64,1,1.77
3071,1.84,1.6,1,1.78
3072,1.77,1.57,0,1.64
3073,1.72,1.62,0,1.65
3074,1.79,1.63,0,1.66
3075,1.72,1.55,0,1.61
3076,1.7,1.6,1,1.74
3077,1.69,1.55,1,1.72
3078,1.76,1.66,0,1.67
3079,1.7,1.67,1,1.76
3080,1.77,1.7,1,1.78
3081,1.7,1.58,0,1.62
3082,1.75,1.6,0,1.64
3083,1.8,1.59,1,1.76
3084,1.7,1.66,1,1.74
3085,1.73,1.63,0,1.65
3086,1.7,1.6,0,1.63
3087,1.76,1.65,0,1.65
3088,1.68,1.68,1,1.74
3089,1.68,1.59,0,1.62
3090,1.66,1.57,0,1.63
3091,1.73,1.64,0,1.65
3092,1.67,1.62,0,1.63
3093,1.73,1.64,1,1.75
3094,1.74,1.66,0,1.66
3095,1.77,1.55,0,1.62
3096,1.74,1.56,1,1.74
3097,1.68,1.65,1,1.75
3098,1.79,1.64,1,1.76
3099,1.68,1.64,0,1.63
3100,1.71,1.69,0,1.66
3101,1.69,1.51,0,1.59
3102,1.72,1.63,0,1.63
3103,1.77,1.61,1,1.74
3104,1.77,1.64,1,1.75
3105,1.77,1.59,0,1.63
3106,1.77,1.6,1,1.77
3107,1.79,1.72,1,1.79
3108,1.71,1.72,1,1.78
3109,1.72,1.71,0,1.67
3110,1.74,1.68,1,1.76
3111,1.71,1.58,1,1.71
3112,1.7,1.61,1,1.74
3113,1.68,1.63,0,1.63
3114,1.79,1.61,0,1.67
3115,1.68,1.64,0,1.65
3116,1.75,1.59,1,1.75
3117,1.67,1.54,0,1.64
3118,1.69,1.66,1,1.73
3119,1.69,1.56,0,1.62
3120,1.6,1.63,0,1.62
3121,1.73,1.59,1,1.75
3122,1.66,1.61,1,1.72
3123,1.69,1.59,1,1.75
3124,1.7,1.62,1,1.73
3125,1.72,1.67,0,1.67
3126,1.77,1.62,1,1.77
3127,1.69,1.65,0,1.64
3128,1.75,1.66,1,1.76
3129,1.74,1.56,1,1.72
3130,1.74,1.66,1,1.76
3131,1.67,1.65,1,1.74
3132,1.68,1.68,1,1.77
3133,1.78,1.68,1,1.77
3134,1.7,1.64,0,1.64
3135,1.73,1.51,0,1.61
3136,1.7,1.59,1,1.74
3137,1.71,1.63,1,1.76
3138,1.73,1.64,0,1.66
3139,1.67,1.68,0,1.65
3140,1.69,1.61,0,1.63
3141,1.72,1.57,0,1.61
3142,1.7,1.61,1,1.72
3143,1.77,1.6,0,1.65
3144,1.74,1.61,1,1.75
3145,1.68,1.67,1,1.74
3146,1.78,1.66,1,1.77
3147,1.73,1.61,1,1.74
3148,1.7,1.67,0,1.66
3149,1.78,1.71,0,1.7
3150,1.76,1.59,0,1.65
3151,1.76,1.68,0,1.69
3152,1.77,1.59,1,1.75
3153,1.71,1.68,1,1.75
3154,1.72,1.7,1,1.76
3155,1.73,1.62,1,1.74
3156,1.76,1.66,1,1.76
3157,1.79,1.65,1,1.77
3158,1.66,1.6,0,1.64
3159,1.69,1.67,1,1.74
3160,1.7,1.66,1,1.75
3161,1.79,1.54,0,1.64
3162,1.64,1.65,1,1.73
3163,1.66,1.57,0,1.63
3164,1.8,1.6,1,1.75
3165,1.72,1.62,0,1.66
3166,1.69,1.68,1,1.74
3167,1.76,1.71,1,1.78
3168,1.76,1.7,0,1.66
3169,1.68,1.57,0,1.63
3170,1.77,1.59,0,1.66
3171,1.77,1.66,0,1.67
3172,1.75,1.7,1,1.77
3173,1.72,1.62,1,1.75
3174,1.67,1.62,0,1.63
3175,1.64,1.56,0,1.61
3176,1.8,1.67,0,1.69
3177,1.8,1.62,1,1.78
3178,1.78,1.6,0,1.65
3179,1.75,1.68,1,1.76
3180,1.73,1.56,0,1.63
3181,1.69,1.66,0,1.65
3182,1.78,1.71,0,1.7
3183,1.73,1.59,0,1.64
3184,1.82,1.62,1,1.77
3185,1.71,1.68,0,1.65
3186,1.67,1.63,0,1.65
3187,1.68,1.58,0,1.62
3188,1.67,1.63,1,1.71
3189,1.87,1.59,1,1.79
3190,1.79,1.68,1,1.78
3191,1.7,1.6,0,1.63
3192,1.71,1.61,0,1.64
3193,1.77,1.61,1,1.77
3194,1.73,1.65,1,1.74
3195,1.77,1.66,0,1.67
3196,1.81,1.6,1,1.77
3197,1.72,1.58,0,1.65
3198,1.74,1.7,0,1.67
3199,1.76,1.58,1,1.76
3200,1.74,1.58,1,1.74
3201,1.8,1.63,0,1.68
3202,1.78,1.52,0,1.63
3203,1.7,1.65,1,1.74
3204,1.6,1.61,1,1.71
3205,1.7,1.63,1,1.72
3206,1.8,1.7,1,1.79
3207,1.73,1.61,0,1.65
3208,1.74,1.66,1,1.75
3209,1.79,1.6,0,1.64
3210,1.74,1.65,0,1.63
3211,1.75,1.62,0,1.65
3212,1.73,1.67,0,1.65
3213,1.74,1.72,0,1.68
3214,1.74,1.57,1,1.73
3215,1.72,1.6,0,1.63
3216,1.8,1.7,1,1.79
3217,1.78,1.71,0,1.67
3218,1.72,1.67,0,1.65
3219,1.59,1.59,0,1.61
3220,1.76,1.62,0,1.66
3221,1.63,1.65,0,1.63
3222,1.68,1.61,0,1.65
3223,1.66,1.56,1,1.69
3224,1.8,1.59,0,1.68
3225,1.75,1.59,1,1.74
3226,1.66,1.6,1,1.73
3227,1.72,1.63,1,1.75
3228,1.75,1.64,1,1.76
3229,1.81,1.62,1,1.77
3230,1.74,1.6,1,1.75
3231,1.71,1.64,0,1.64
3232,1.71,1.64,1,1.73
3233,1.76,1.67,1,1.76
3234,1.73,1.68,1,1.76
3235,1.79,1.66,0,1.67
3236,1.71,1.57,0,1.63
3237,1.7,1.65,1,1.75
3238,1.66,1.61,1,1.73
3239,1.81,1.61,0,1.67
3240,1.76,1.68,1,1.75
3241,1.72,1.67,1,1.75
3242,1.71,1.6,1,1.73
3243,1.8,1.74,0,1.7
3244,1.72,1.6,1,1.73
3245,1.75,1.65,0,1.66
3246,1.74,1.7,0,1.68
3247,1.74,1.6,1,1.73
3248,1.67,1.59,0,1.63
3249,1.75,1.54,0,1.63
3250,1.77,1.64,1,1.75
3251,1.76,1.58,0,1.64
3252,1.78,1.66,0,1.67
3253,1.75,1.7,0,1.67
3254,1.73,1.63,0,1.65
3255,1.74,1.69,0,1.69
3256,1.79,1.57,0,1.62
3257,1.7,1.66,1,1.75
3258,1.67,1.6,0,1.64
3259,1.73,1.56,0,1.62
3260,1.73,1.63,0,1.65
3261,1.79,1.59,1,1.76
3262,1.69,1.58,0,1.65
3263,1.81,1.62,0,1.66
3264,1.76,1.56,1,1.74
3265,1.82,1.66,1,1.77
3266,1.77,1.69,1,1.78
3267,1.77,1.55,0,1.62
3268,1.72,1.63,0,1.64
3269,1.71,1.56,1,1.72
3270,1.78,1.65,0,1.66
3271,1.72,1.62,1,1.75
3272,1.7,1.48,0,1.61
3273,1.75,1.67,1,1.77
3274,1.71,1.68,0,1.64
3275,1.79,1.68,1,1.79
3276,1.66,1.54,0,1.61
3277,1.66,1.62,1,1.72
3278,1.73,1.58,0,1.63
3279,1.83,1.67,1,1.79
3280,1.78,1.68,1,1.76
3281,1.69,1.64,1,1.74
3282,1.76,1.64,1,1.75
3283,1.71,1.66,0,1.65
3284,1.73,1.66,1,1.75
3285,1.68,1.68,1,1.75
3286,1.71,1.67,1,1.74
3287,1.72,1.55,0,1.6
3288,1.73,1.65,0,1.67
3289,1.77,1.67,1,1.76
3290,1.71,1.62,0,1.65
3291,1.8,1.66,1,1.77
3292,1.74,1.6,1,1.74
3293,1.73,1.6,0,1.65
3294,1.75,1.63,0,1.66
3295,1.71,1.58,1,1.74
3296,1.8,1.61,1,1.77
3297,1.69,1.59,1,1.76
3298,1.73,1.64,1,1.74
3299,1.8,1.63,1,1.78
3300,1.72,1.61,0,1.64
3301,1.73,1.72,0,1.67
3302,1.69,1.63,1,1.71
3303,1.68,1.64,1,1.75
3304,1.76,1.57,1,1.75
3305,1.61,1.59,1,1.71
3306,1.7,1.6,0,1.64
3307,1.7,1.67,0,1.67
3308,1.69,1.68,0,1.65
3309,1.72,1.59,1,1.74
3310,1.68,1.61,0,1.64
3311,1.75,1.67,1,1.76
3312,1.71,1.69,1,1.75
3313,1.8,1.72,1,1.8
3314,1.73,1.64,0,1.64
3315,1.75,1.55,0,1.62
3316,1.65,1.59,0,1.61
3317,1.77,1.67,1,1.77
3318,1.78,1.64,1,1.74
3319,1.67,1.56,0,1.61
3320,1.78,1.56,0,1.64
3321,1.71,1.59,0,1.63
3322,1.78,1.69,1,1.77
3323,1.71,1.61,1,1.73
3324,1.78,1.69,0,1.66
3325,1.74,1.65,0,1.67
3326,1.7,1.68,1,1.75
3327,1.7,1.62,1,1.74
3328,1.74,1.6,0,1.64
3329,1.68,1.66,1,1.75
3330,1.78,1.6,1,1.77
3331,1.64,1.64,1,1.74
3332,1.68,1.6,0,1.63
3333,1.72,1.62,1,1.75
3334,1.74,1.63,0,1.65
3335,1.69,1.67,0,1.65
3336,1.77,1.56,0,1.64
3337,1.78,1.7,1,1.78
3338,1.82,1.59,1,1.77
3339,1.8,1.63,0,1.67
3340,1.68,1.65,1,1.74
3341,1.76,1.62,1,1.76
3342,1.67,1.6,1,1.73
3343,1.66,1.65,0,1.65
3344,1.77,1.66,0,1.67
